"Mã sản phẩm","Tên sản phẩm","Nhóm sản phẩm","Mã biến thể","Tên biến thể","Công suất","Version","Màu sơn","Vật liệu","Độ dày"
"PKG-VDP0X","(Phụ kiện) Khung vỏ đèn pha module P0X - Dùng chung P01, P03","Linh phụ kiện gia công cơ khí","PKG-VDP0X-500-BK-T-1.0mm-v3.0","Khung vỏ đèn pha module P0X Công suất 500W - Dùng chung P01, P03 | v3.0, Sơn: Đen, Vật liệu: Thép, Dày: 1.0mm","500","v3.0","Đen","Thép","1.0mm"
"PKG-VDP0X","(Phụ kiện) Khung vỏ đèn pha module P0X - Dùng chung P01, P03","Linh phụ kiện gia công cơ khí","PKG-VDP0X-500-GY-T-1.0mm-v3.0","Khung vỏ đèn pha module P0X Công suất 500W - Dùng chung P01, P03 | v3.0, Sơn: Xám, Vật liệu: Thép, Dày: 1.0mm","500","v3.0","Xám","Thép","1.0mm"
"PKG-VPD02","(Phụ kiện) Khung hộp vỏ đèn pha module P02","Linh phụ kiện gia công cơ khí","PKG-VDP02-030-WH-T-0.7mm-v2.1","Khung hộp vỏ đèn pha module P02 Công suất 30W | v2.1, Sơn: Trắng, Vật liệu: Thép, Dày: 0.7mm","30","v2.1","Trắng","Thép","0.7mm"
"PKG-VPD02","(Phụ kiện) Khung hộp vỏ đèn pha module P02","Linh phụ kiện gia công cơ khí","PKG-VDP02-050-WH-T-0.7mm-v2.1","Khung hộp vỏ đèn pha module P02 Công suất 50W | v2.1, Sơn: Trắng, Vật liệu: Thép, Dày: 0.7mm","50","v2.1","Trắng","Thép","0.7mm"
"PKG-VPD02","(Phụ kiện) Khung hộp vỏ đèn pha module P02","Linh phụ kiện gia công cơ khí","PKG-VDP02-100-WH-T-0.7mm-v2.1","Khung hộp vỏ đèn pha module P02 Công suất 100W | v2.1, Sơn: Trắng, Vật liệu: Thép, Dày: 0.7mm","100","v2.1","Trắng","Thép","0.7mm"
"PKG-VPD02","(Phụ kiện) Khung hộp vỏ đèn pha module P02","Linh phụ kiện gia công cơ khí","PKG-VDP02-150-WH-T-0.7mm-v2.1","Khung hộp vỏ đèn pha module P02 Công suất 150W | v2.1, Sơn: Trắng, Vật liệu: Thép, Dày: 0.7mm","150","v2.1","Trắng","Thép","0.7mm"
"PKG-VPD02","(Phụ kiện) Khung hộp vỏ đèn pha module P02","Linh phụ kiện gia công cơ khí","PKG-VDP02-200-WH-T-0.7mm-v2.1","Khung hộp vỏ đèn pha module P02 Công suất 200W | v2.1, Sơn: Trắng, Vật liệu: Thép, Dày: 0.7mm","200","v2.1","Trắng","Thép","0.7mm"
"PKG-VPD02","(Phụ kiện) Khung hộp vỏ đèn pha module P02","Linh phụ kiện gia công cơ khí","PKG-VDP02-250-WH-T-0.7mm-v2.1","Khung hộp vỏ đèn pha module P02 Công suất 250W | v2.1, Sơn: Trắng, Vật liệu: Thép, Dày: 0.7mm","250","v2.1","Trắng","Thép","0.7mm"
"PKG-VPD02","(Phụ kiện) Khung hộp vỏ đèn pha module P02","Linh phụ kiện gia công cơ khí","PKG-VDP02-300-WH-T-0.7mm-v2.1","Khung hộp vỏ đèn pha module P02 Công suất 300W | v2.1, Sơn: Trắng, Vật liệu: Thép, Dày: 0.7mm","300","v2.1","Trắng","Thép","0.7mm"
"PVI-VDNCX","(Phụ kiện) Viền vỏ đèn phòng nổ cây xăng","Linh phụ kiện gia công cơ khí","PVI-VDNCX-100-WH-T-0.7mm-v2.0","Viền vỏ đèn phòng nổ cây xăng công suất 100W | v2.0, Sơn: Trắng, Vật liệu: Thép, Dày: 0.7mm","100","v2.0","Trắng","Thép","0.7mm"
"PVI-VDNCX","(Phụ kiện) Viền vỏ đèn phòng nổ cây xăng","Linh phụ kiện gia công cơ khí","PVI-VDNCX-150-WH-T-0.7mm-v2.0","Viền vỏ đèn phòng nổ cây xăng công suất 150W | v2.0, Sơn: Trắng, Vật liệu: Thép, Dày: 0.7mm","150","v2.0","Trắng","Thép","0.7mm"
"PVI-VDNCX","(Phụ kiện) Viền vỏ đèn phòng nổ cây xăng","Linh phụ kiện gia công cơ khí","PVI-VDNCX-200-WH-T-0.7mm-v2.0","Viền vỏ đèn phòng nổ cây xăng công suất 200W | v2.0, Sơn: Trắng, Vật liệu: Thép, Dày: 0.7mm","200","v2.0","Trắng","Thép","0.7mm"
"PQU-VDP0X-D","(Phụ kiện) Quai dài P01, P02, P03","Linh phụ kiện gia công cơ khí","PQU-VDP0X-D-WH-T-3.0mm-v2.0","Quai dài - Dùng chung P01, P02, P03 | v2.0, Sơn: Trắng, Vật liệu: Thép, Dày: 3.0mm","","v2.0","Trắng","Thép","3.0mm"
"PQU-VDP0X-D","(Phụ kiện) Quai dài P01, P02, P03","Linh phụ kiện gia công cơ khí","PQU-VDP0X-D-BK-T-3.0mm-v2.0","Quai dài - Dùng chung P01, P02, P03 | v2.0, Sơn: Đen, Vật liệu: Thép, Dày: 3.0mm","","v2.0","Đen","Thép","3.0mm"
"PQU-VDP0X-D","(Phụ kiện) Quai dài P01, P02, P03","Linh phụ kiện gia công cơ khí","PQU-VDP0X-D-GY-T-3.0mm-v2.0","Quai dài - Dùng chung P01, P02, P03 | v2.0, Sơn: Xám, Vật liệu: Thép, Dày: 3.0mm","","v2.0","Xám","Thép","3.0mm"
"PQU-VDP0X-N","(Phụ kiện) Quai ngắn P01, P02, P03","Linh phụ kiện gia công cơ khí","PQU-VDP0X-N-WH-T-3.0mm-v2.0","Quai ngắn - Dùng chung P01, P02, P03 | v2.0, Sơn: Trắng, Vật liệu: Thép, Dày: 3.0mm","","v2.0","Trắng","Thép","3.0mm"
"PQU-VDP0X-N","(Phụ kiện) Quai ngắn P01, P02, P03","Linh phụ kiện gia công cơ khí","PQU-VDP0X-N-BK-T-3.0mm-v2.0","Quai ngắn - Dùng chung P01, P02, P03 | v2.0, Sơn: Đen, Vật liệu: Thép, Dày: 3.0mm","","v2.0","Đen","Thép","3.0mm"
"PQU-VDP0X-N","(Phụ kiện) Quai ngắn P01, P02, P03","Linh phụ kiện gia công cơ khí","PQU-VDP0X-N-GY-T-3.0mm-v2.0","Quai ngắn - Dùng chung P01, P02, P03 | v2.0, Sơn: Xám, Vật liệu: Thép, Dày: 3.0mm","","v2.0","Xám","Thép","3.0mm"
"PQU-VDP0X","(Phụ kiện) Quai nhỏ P01, P02, P03","Linh phụ kiện gia công cơ khí","PQU-VDP02S030-WH-T-0.7mm-v1.0","Quai nhỏ đèn pha P02 Công suất 10W, 20W, 30W | v1.0, Sơn: Trắng, Vật liệu: Thép, Dày: 0.7mm","","v1.0","Trắng","Thép","0.7mm"
"PQU-VDX01","(Phụ kiện) Quai đèn UFO X01 - Dùng chung X01, X03","Linh phụ kiện gia công cơ khí","PQU-VDX01-BK-T-1.0mm-v1.0","Quai đèn UFO X01 - Dùng chung X01, X03 | v1.0, Sơn: Đen, Vật liệu: Thép, Dày: 1.0mm","","v1.0","Đen","Thép","1.0mm"
"PTA-VDP0X","(Phụ kiện) Tai đèn pha dùng chung P01, P02, P03","Linh phụ kiện gia công cơ khí","PTA-VDP0X-WH-T-2.0mm-v2.0","Tai đèn pha dùng chung P01, P02, P03 | v2.0, Sơn: Trắng, Vật liệu: Thép, Dày: 2.0mm","","v2.0","Trắng","Thép","2.0mm"
"PTA-VDP0X","(Phụ kiện) Tai đèn pha dùng chung P01, P02, P03","Linh phụ kiện gia công cơ khí","PTA-VDP0X-BK-T-2.0mm-v2.0","Tai đèn pha dùng chung P01, P02, P03 | v2.0, Sơn: Đen, Vật liệu: Thép, Dày: 2.0mm","","v2.0","Đen","Thép","2.0mm"
"PTA-VDP0X","(Phụ kiện) Tai đèn pha dùng chung P01, P02, P03","Linh phụ kiện gia công cơ khí","PTA-VDP0X-GY-T-2.0mm-v2.0","Tai đèn pha dùng chung P01, P02, P03 | v2.0, Sơn: Xám, Vật liệu: Thép, Dày: 2.0mm","","v2.0","Xám","Thép","2.0mm"
"PTA-VDNCX","(Phụ kiện) Tai đèn phòng nổ cây xăng","Linh phụ kiện gia công cơ khí","PTA-VDNCX-WH-T-1.0mm-v1.0","Tai đèn phòng nổ cây xăng | v1.0, Sơn: Trắng, Vật liệu: Thép, Dày: 1.0mm","","v1.0","Trắng","Thép","1.0mm"
"PHN-VDP0X","(Phụ kiện) Hộp nguồn vỏ đèn pha P0X - Dùng chung P01, P03, X01, X03","Linh phụ kiện gia công cơ khí","PHN-VDP0X-BK-T-0.7mm-v1.1","Hộp nguồn vỏ đèn pha P0X - Dùng chung P01, P03, X01, X03 | v1.1, Sơn: Đen, Vật liệu: Thép, Dày: 0.7mm","","v1.1","Đen","Thép","0.7mm"
"PHN-VDP0X","(Phụ kiện) Hộp nguồn vỏ đèn pha P0X - Dùng chung P01, P03, X01, X03","Linh phụ kiện gia công cơ khí","PHN-VDP0X-GY-T-0.7mm-v1.1","Hộp nguồn vỏ đèn pha P0X - Dùng chung P01, P03, X01, X03 | v1.1, Sơn: Xám, Vật liệu: Thép, Dày: 0.7mm","","v1.1","Xám","Thép","0.7mm"
"PHN-VDP04","(Phụ kiện) Hộp nguồn vỏ đèn pha P04 SMD","Linh phụ kiện gia công cơ khí","PHN-VDP04-GY-T-0.7mm-v1.0","Hộp nguồn vỏ đèn pha P04 SMD | v1.0, Sơn: Xám, Vật liệu: Thép, Dày: 0.7mm","","v1.0","Xám","Thép","0.7mm"
"PDE-VDP02","(Phụ kiện) Đế bắt nguồn/Nắp sau vỏ đèn pha P02","Linh phụ kiện gia công cơ khí","PDE-VDP02-WH-T-0.7mm-v2.1","Đế bắt nguồn/Nắp sau vỏ đèn pha P02 | v2.1, Sơn: Trắng, Vật liệu: Thép, Dày: 0.7mm","","v2.1","Trắng","Thép","0.7mm"
"PDE-VDX01","(Phụ kiện) Đế bắt nguồn vỏ đèn UFO X01 - Dùng chung X01, X03","Linh phụ kiện gia công cơ khí","PDE-VDX01-BK-T-1.0mm-v1.0","Đế bắt nguồn vỏ đèn UFO X01 - Dùng chung X01, X03 | v1.0, Sơn: Đen, Vật liệu: Thép, Dày: 1.0mm","","v1.0","Đen","Thép","1.0mm"
