"Mã sản phẩm","Phương pháp bổ sung","Item Group","Tên sản phẩm","Mã biến thể","Tên biến thể","Công suất","Màu ánh sáng","Chip LED","Nguồn","Kiểu nguồn","Loại tản nhiệt","Kiểu lắp"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-4P3HN-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trung tính (4.000K - 4.200K), Lumileds 3030, HKLED Nhỏ | Nhôm đùn trắng, Dọc","50","Trung tính (4.000K - 4.200K)","Lumileds 3030","HKLED Nhỏ","Nguồn nhỏ","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-3P3HN-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Vàng (3.000K - 3.200K), Lumileds 3030, HKLED Nhỏ | Nhôm đùn trắng, Dọc","50","Vàng (3.000K - 3.200K)","Lumileds 3030","HKLED Nhỏ","Nguồn nhỏ","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-6P5HN-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trắng (6.000K - 6.500K), Lumileds 5050, HKLED Nhỏ | Nhôm đùn trắng, Dọc","50","Trắng (6.000K - 6.500K)","Lumileds 5050","HKLED Nhỏ","Nguồn nhỏ","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-5P5HN-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trắng (5.000K), Lumileds 5050, HKLED Nhỏ | Nhôm đùn trắng, Dọc","50","Trắng (5.000K)","Lumileds 5050","HKLED Nhỏ","Nguồn nhỏ","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-4P5HN-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trung tính (4.000K - 4.200K), Lumileds 5050, HKLED Nhỏ | Nhôm đùn trắng, Dọc","50","Trung tính (4.000K - 4.200K)","Lumileds 5050","HKLED Nhỏ","Nguồn nhỏ","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-3P5HN-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Vàng (3.000K - 3.200K), Lumileds 5050, HKLED Nhỏ | Nhôm đùn trắng, Dọc","50","Vàng (3.000K - 3.200K)","Lumileds 5050","HKLED Nhỏ","Nguồn nhỏ","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-6B3HT-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trắng (6.000K - 6.500K), Bridgelux 3030, HKLED Dim 1 Cấp | Nhôm đùn trắng, Dọc","50","Trắng (6.000K - 6.500K)","Bridgelux 3030","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-5B3HT-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trắng (5.000K), Bridgelux 3030, HKLED Dim 1 Cấp | Nhôm đùn trắng, Dọc","50","Trắng (5.000K)","Bridgelux 3030","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-4B3HT-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trung tính (4.000K - 4.200K), Bridgelux 3030, HKLED Dim 1 Cấp | Nhôm đùn trắng, Dọc","50","Trung tính (4.000K - 4.200K)","Bridgelux 3030","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-3B3HT-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Vàng (3.000K - 3.200K), Bridgelux 3030, HKLED Dim 1 Cấp | Nhôm đùn trắng, Dọc","50","Vàng (3.000K - 3.200K)","Bridgelux 3030","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-6B5HT-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trắng (6.000K - 6.500K), Bridgelux 5050, HKLED Dim 1 Cấp | Nhôm đùn trắng, Dọc","50","Trắng (6.000K - 6.500K)","Bridgelux 5050","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-5B5HT-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trắng (5.000K), Bridgelux 5050, HKLED Dim 1 Cấp | Nhôm đùn trắng, Dọc","50","Trắng (5.000K)","Bridgelux 5050","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-4B5HT-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trung tính (4.000K - 4.200K), Bridgelux 5050, HKLED Dim 1 Cấp | Nhôm đùn trắng, Dọc","50","Trung tính (4.000K - 4.200K)","Bridgelux 5050","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-3B5HT-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Vàng (3.000K - 3.200K), Bridgelux 5050, HKLED Dim 1 Cấp | Nhôm đùn trắng, Dọc","50","Vàng (3.000K - 3.200K)","Bridgelux 5050","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-6P3HT-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trắng (6.000K - 6.500K), Lumileds 3030, HKLED Dim 1 Cấp | Nhôm đùn trắng, Dọc","50","Trắng (6.000K - 6.500K)","Lumileds 3030","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-5P3HT-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trắng (5.000K), Lumileds 3030, HKLED Dim 1 Cấp | Nhôm đùn trắng, Dọc","50","Trắng (5.000K)","Lumileds 3030","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-4P3HT-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trung tính (4.000K - 4.200K), Lumileds 3030, HKLED Dim 1 Cấp | Nhôm đùn trắng, Dọc","50","Trung tính (4.000K - 4.200K)","Lumileds 3030","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-3P3HT-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Vàng (3.000K - 3.200K), Lumileds 3030, HKLED Dim 1 Cấp | Nhôm đùn trắng, Dọc","50","Vàng (3.000K - 3.200K)","Lumileds 3030","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-6P5HT-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trắng (6.000K - 6.500K), Lumileds 5050, HKLED Dim 1 Cấp | Nhôm đùn trắng, Dọc","50","Trắng (6.000K - 6.500K)","Lumileds 5050","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-5P5HT-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trắng (5.000K), Lumileds 5050, HKLED Dim 1 Cấp | Nhôm đùn trắng, Dọc","50","Trắng (5.000K)","Lumileds 5050","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-4P5HT-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trung tính (4.000K - 4.200K), Lumileds 5050, HKLED Dim 1 Cấp | Nhôm đùn trắng, Dọc","50","Trung tính (4.000K - 4.200K)","Lumileds 5050","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-3P5HT-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Vàng (3.000K - 3.200K), Lumileds 5050, HKLED Dim 1 Cấp | Nhôm đùn trắng, Dọc","50","Vàng (3.000K - 3.200K)","Lumileds 5050","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-6B3HD-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trắng (6.000K - 6.500K), Bridgelux 3030, HKLED Dim 5 Cấp | Nhôm đùn trắng, Dọc","50","Trắng (6.000K - 6.500K)","Bridgelux 3030","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-5B3HD-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trắng (5.000K), Bridgelux 3030, HKLED Dim 5 Cấp | Nhôm đùn trắng, Dọc","50","Trắng (5.000K)","Bridgelux 3030","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-4B3HD-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trung tính (4.000K - 4.200K), Bridgelux 3030, HKLED Dim 5 Cấp | Nhôm đùn trắng, Dọc","50","Trung tính (4.000K - 4.200K)","Bridgelux 3030","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-3B3HD-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Vàng (3.000K - 3.200K), Bridgelux 3030, HKLED Dim 5 Cấp | Nhôm đùn trắng, Dọc","50","Vàng (3.000K - 3.200K)","Bridgelux 3030","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-6B5HD-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trắng (6.000K - 6.500K), Bridgelux 5050, HKLED Dim 5 Cấp | Nhôm đùn trắng, Dọc","50","Trắng (6.000K - 6.500K)","Bridgelux 5050","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-5B5HD-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trắng (5.000K), Bridgelux 5050, HKLED Dim 5 Cấp | Nhôm đùn trắng, Dọc","50","Trắng (5.000K)","Bridgelux 5050","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-4B5HD-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trung tính (4.000K - 4.200K), Bridgelux 5050, HKLED Dim 5 Cấp | Nhôm đùn trắng, Dọc","50","Trung tính (4.000K - 4.200K)","Bridgelux 5050","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-3B5HD-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Vàng (3.000K - 3.200K), Bridgelux 5050, HKLED Dim 5 Cấp | Nhôm đùn trắng, Dọc","50","Vàng (3.000K - 3.200K)","Bridgelux 5050","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-6P3HD-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trắng (6.000K - 6.500K), Lumileds 3030, HKLED Dim 5 Cấp | Nhôm đùn trắng, Dọc","50","Trắng (6.000K - 6.500K)","Lumileds 3030","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-5P3HD-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trắng (5.000K), Lumileds 3030, HKLED Dim 5 Cấp | Nhôm đùn trắng, Dọc","50","Trắng (5.000K)","Lumileds 3030","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-4P3HD-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trung tính (4.000K - 4.200K), Lumileds 3030, HKLED Dim 5 Cấp | Nhôm đùn trắng, Dọc","50","Trung tính (4.000K - 4.200K)","Lumileds 3030","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-3P3HD-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Vàng (3.000K - 3.200K), Lumileds 3030, HKLED Dim 5 Cấp | Nhôm đùn trắng, Dọc","50","Vàng (3.000K - 3.200K)","Lumileds 3030","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-6P5HD-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trắng (6.000K - 6.500K), Lumileds 5050, HKLED Dim 5 Cấp | Nhôm đùn trắng, Dọc","50","Trắng (6.000K - 6.500K)","Lumileds 5050","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-5P5HD-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trắng (5.000K), Lumileds 5050, HKLED Dim 5 Cấp | Nhôm đùn trắng, Dọc","50","Trắng (5.000K)","Lumileds 5050","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-4P5HD-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trung tính (4.000K - 4.200K), Lumileds 5050, HKLED Dim 5 Cấp | Nhôm đùn trắng, Dọc","50","Trung tính (4.000K - 4.200K)","Lumileds 5050","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-3P5HD-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Vàng (3.000K - 3.200K), Lumileds 5050, HKLED Dim 5 Cấp | Nhôm đùn trắng, Dọc","50","Vàng (3.000K - 3.200K)","Lumileds 5050","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-6B3DN-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trắng (6.000K - 6.500K), Bridgelux 3030, Done Nhỏ | Nhôm đùn trắng, Dọc","50","Trắng (6.000K - 6.500K)","Bridgelux 3030","Done Nhỏ","Nguồn nhỏ","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-5B3DN-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trắng (5.000K), Bridgelux 3030, Done Nhỏ | Nhôm đùn trắng, Dọc","50","Trắng (5.000K)","Bridgelux 3030","Done Nhỏ","Nguồn nhỏ","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-4B3DN-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trung tính (4.000K - 4.200K), Bridgelux 3030, Done Nhỏ | Nhôm đùn trắng, Dọc","50","Trung tính (4.000K - 4.200K)","Bridgelux 3030","Done Nhỏ","Nguồn nhỏ","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-3B3DN-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Vàng (3.000K - 3.200K), Bridgelux 3030, Done Nhỏ | Nhôm đùn trắng, Dọc","50","Vàng (3.000K - 3.200K)","Bridgelux 3030","Done Nhỏ","Nguồn nhỏ","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-6B5DN-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trắng (6.000K - 6.500K), Bridgelux 5050, Done Nhỏ | Nhôm đùn trắng, Dọc","50","Trắng (6.000K - 6.500K)","Bridgelux 5050","Done Nhỏ","Nguồn nhỏ","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-5B5DN-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trắng (5.000K), Bridgelux 5050, Done Nhỏ | Nhôm đùn trắng, Dọc","50","Trắng (5.000K)","Bridgelux 5050","Done Nhỏ","Nguồn nhỏ","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-4B5DN-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trung tính (4.000K - 4.200K), Bridgelux 5050, Done Nhỏ | Nhôm đùn trắng, Dọc","50","Trung tính (4.000K - 4.200K)","Bridgelux 5050","Done Nhỏ","Nguồn nhỏ","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-3B5DN-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Vàng (3.000K - 3.200K), Bridgelux 5050, Done Nhỏ | Nhôm đùn trắng, Dọc","50","Vàng (3.000K - 3.200K)","Bridgelux 5050","Done Nhỏ","Nguồn nhỏ","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-6P3DN-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trắng (6.000K - 6.500K), Lumileds 3030, Done Nhỏ | Nhôm đùn trắng, Dọc","50","Trắng (6.000K - 6.500K)","Lumileds 3030","Done Nhỏ","Nguồn nhỏ","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-5P3DN-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trắng (5.000K), Lumileds 3030, Done Nhỏ | Nhôm đùn trắng, Dọc","50","Trắng (5.000K)","Lumileds 3030","Done Nhỏ","Nguồn nhỏ","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-4P3DN-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trung tính (4.000K - 4.200K), Lumileds 3030, Done Nhỏ | Nhôm đùn trắng, Dọc","50","Trung tính (4.000K - 4.200K)","Lumileds 3030","Done Nhỏ","Nguồn nhỏ","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-3P3DN-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Vàng (3.000K - 3.200K), Lumileds 3030, Done Nhỏ | Nhôm đùn trắng, Dọc","50","Vàng (3.000K - 3.200K)","Lumileds 3030","Done Nhỏ","Nguồn nhỏ","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-6P5DN-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trắng (6.000K - 6.500K), Lumileds 5050, Done Nhỏ | Nhôm đùn trắng, Dọc","50","Trắng (6.000K - 6.500K)","Lumileds 5050","Done Nhỏ","Nguồn nhỏ","Nhôm đùn trắng","Dọc"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S050-5P5DN-AD","Đèn LED pha P01 SMD (Khung xám) 50W | Trắng (5.000K), Lumileds 5050, Done Nhỏ | Nhôm đùn trắng, Dọc","50","Trắng (5.000K)","Lumileds 5050","Done Nhỏ","Nguồn nhỏ","Nhôm đùn trắng","Dọc"
